"# 文本key","文本value"
"skill_prop_sha_du_zhenqi_lv","\\n\\n<ZQ_DuSha>「Chi of Venom」Bonus</>"
"skill_prop_hun_yuan_zhenqi_lv","\\n\\n<ZQ_HunYuan>「Chi of Harmony」 Bonus</>"
"# 收集绝学",""
"Skill_Learning","「{0}」\\nLearning"
"Neigong_Learning","「{0}」 Learning"
"Learned_Skill","Learned Skill"
"Learned_NeiGong","Learned Inner Kungfu"
"Learned_Ability","Learned Ability"
"Learned_Destiny","Unlock Karma"
"Unlock_SandBox","Unlock Sandbox Mode"
"Learned_Argument","Unlocked a new Verbal Duel Argument"
"# 内功名称",""
"neigong_name_190000","Breathing Skill"
"neigong_name_190007","Freeze Spell"
"neigong_name_190009","Heart-burning Spell"
"neigong_name_190010","Drunken Immortal"
"neigong_name_190024","Yi Jin Jing"
"neigong_name_190025","Poison Proof Spell"
"neigong_name_190026","Art of Heartflame"
"neigong_name_190027","Tranquility Spell"
"neigong_name_190028","Millibeast Spell"
"neigong_name_190029","Dragonform"
"neigong_name_190031","Art of Five Senses"
"neigong_name_190032","Art of Soul Deprivation"
"neigong_name_190033","Art of Drunkness"
"neigong_name_190034","Art of Harmony"
"neigong_name_190035","Art of Marrow Refining"
"neigong_name_190036","Art of Hellish Breathing"
"neigong_name_190037","Golden Acupuncture"
"neigong_name_190038","Art of Shifting"
"neigong_name_190039","Anti-toxin Spell"
"neigong_name_190040","Mechanic"
"neigong_name_190041","Beastmaster"
"neigong_name_190042","Bionic Pentaform"
"neigong_name_190100","Turtle Preservation"
"neigong_name_190101","Blood Circulatio"
"neigong_name_190110","Demon Slayer Arhat"
"neigong_name_190111","Diamond Body"
"neigong_name_190112","Yi Jin Jing 「Brahma」"
"neigong_name_190120","Dragon Tiger Hunt"
"neigong_name_190121","Lotus in Heart"
"neigong_name_190130","Wu Dang Harmony"
"neigong_name_190131","Wu Dang Pure Yang"
"neigong_name_190132","Primordial Chaos"
"neigong_name_190140","Purple Seven Star"
"neigong_name_190141","Stars Divine"
"neigong_name_190150","Traceless Heart"
"neigong_name_190151","Purple Cloud Qi"
"neigong_name_190160","Body Guarding Qi"
"neigong_name_190161","True Method"
"neigong_name_190170","Insufficient Power"
"neigong_name_190180","Eternal Night Killing Method"
"neigong_name_190190","Demon Subduing Force"
"neigong_name_190191","Kṣitigarbha Sutra"
"neigong_name_190200","Sword Devotion"
"neigong_name_190210","Body Forging Art"
"neigong_name_190211","Overlord's Might"
"neigong_name_190220","Worm Infestation"
"# 内功描述",""
"neigong_desc_collect","<JmTipGray>Learning</>"
"neigong_desc_190000","<JmTipGray>Doubles Vigor recovery. Meditating for 5 seconds between 06：00–08：00 grants 1 Max Chi， once per day.</>"
"neigong_desc_190000_2","<JmTipGray>Doubles Vigor recovery. Meditating for 5 seconds between 06：00–08：00 grants 1 Max Chi， twice per day.</>"
"neigong_desc_190000_3","<JmTipGray>Doubles Vigor recovery. Meditating for 5 seconds between 06：00–08：00 grants 2 Max Chi， twice per day.</>"
"neigong_desc_190000_collect","<JmTipGray>Learning Method： Sleep</>"
"neigong_desc_190000_reverse","<JmTipGray>Doubles Vigor recovery. Meditating for 5 seconds between 18：00–20：00 grants 5 Max Vigor， once daily.</>"
"neigong_desc_190000_reverse_2","<JmTipGray>Doubles Vigor recovery. Meditating for 5 seconds between 18：00–20：00 grants 10 Max Vigor， 2 times daily.</>"
"neigong_desc_190000_reverse_3","<JmTipGray>Doubles Vigor recovery. Meditating for 5 seconds between 18：00–20：00 grants 20 Max Vigor， 3 times daily.</>"
"neigong_desc_190001","<JmTipGray>Every 3 Palm Moves steals 1 Move.</>"
"neigong_desc_190002","<JmTipGray>Fist Moves can Lifesteal.</>"
"neigong_desc_190003","<JmTipGray>Every 3 Kick Moves inflicts 2 stacks of Heat</>"
"neigong_desc_190004","<JmTipGray>Every 3 Weapon Moves lets you dodge 2 Moves</>"
"neigong_desc_190005","<JmTipGray>Every 3 Concealed Weapon Moves inflicts 2 stacks of Poison Gas</>"
" ","<JmTipGray>Activate the 5 Inner Kungfu of the Bionic series.</>"
"neigong_desc_190007","<JmTipGray>Moves have a 15% chance to inflict Frostbite</>"
"neigong_desc_190007_2","<JmTipGray>Moves have a 25% chance to inflict Frostbite</>"
"neigong_desc_190007_3","<JmTipGray>Moves have a 50% chance to inflict Frostbite</>"
"neigong_desc_190007_collect","<JmTipGray>Learning Method： Maintain</> <JmTipWhite> above 30</> <JmTipGray>Cold stacks</>"
"neigong_desc_190008","<JmTipGray>When you draw Moves， the Moves have a chance to inflict Poison Gas</>"
"neigong_desc_190009","<JmTipGray>Moves have a 15% chance to inflict Heat</>"
"neigong_desc_190009_2","<JmTipGray>Moves have a 25% chance to inflict Heat</>"
"neigong_desc_190009_3","<JmTipGray>Moves have a 50% chance to inflict Heat</>"
"neigong_desc_190009_collect","<JmTipGray>Learning Method： Maintain</> <JmTipWhite> above 30</> <JmTipGray>Heat stacks</>"
"neigong_desc_190010","<JmTipGray>MSPD not affected by Drunk. For every 10 stacks of Drunk， increases MSPD by 5%， alcohol tolerance by 25</>"
"neigong_desc_190010_2","<JmTipGray>MSPD not affected by Drunk. For every 10 stacks of Drunk， increases MSPD by 7%， alcohol tolerance by 35</>"
"neigong_desc_190010_3","<JmTipGray>MSPD not affected by Drunk. For every 10 stacks of Drunk， increases MSPD by 10%， alcohol tolerance by 45</>"
"neigong_desc_190010_collect","<JmTipGray>Learning Method： Get drunk</>"
"neigong_desc_190010_reverse","<JmTipGray>Move DMG increases by 1 time your Drunk stacks， boosts your alcohol tolerance by 25</>"
"neigong_desc_190010_reverse_2","<JmTipGray>Move DMG increases by 2 times your Drunk stacks， boosts your alcohol tolerance by 35</>"
"neigong_desc_190010_reverse_3","<JmTipGray>Move DMG increases by 3 times your Drunk stacks， boosts your alcohol tolerance by 45</>"
"neigong_desc_190011","<JmTipGray>Any action of the Opponent's has a chance to inflict Misfortune</>"
"neigong_desc_190012","<JmTipGray>When you get a Move， there is a chance to inflict Toxin Worm</>"
"neigong_desc_190013","<JmTipGray>While Cold， you’ll take less DMG from opponent.</>"
"neigong_desc_190014","<JmTipGray>Enhanced Cold status effect.</>"
"neigong_desc_190015","<JmTipGray>For each debuff the opponent has， reduces the DMG taken.</>"
"neigong_desc_190016","<JmTipGray>After a fight， cleanses</> <JmTipWhite>1</> <JmTipGray>stack of debuff.</>"
"neigong_desc_190017","<JmTipGray>In a fight， when the Moves of both sides have a Drunk state， deal extra DMG based on the move’s original DMG.</>"
"neigong_desc_190018","<JmTipGray>Drunk Moves are able to be connected， ignoring the connection rule </>"
"neigong_desc_190019","<JmTipGray>When Vigor is above</> <JmTipWhite>90%</> <JmTipGray>， more Moves are created in one turn</>"
"neigong_desc_190020","<JmTipGray>Heat effect enhanced 「Gear will be less durable」.</>"
"neigong_desc_190021","<JmTipGray>Has a chance to ignore the DMG dealt by an opponent’s Move</>"
"neigong_desc_190022","<JmTipWhite>Sudden Strike</> <JmTipGray>is added to the battle options.</><JmTipGray> Escape from battle after one turn and increase DMG dealt in the battle</>."
"neigong_desc_190023","<JmTipGray>Randomly activates a Concealed Weapon Skill each turn.</>"
"neigong_desc_190024","<JmTipGray>Max Chi +</> <JmTipWhite>20</>"
"neigong_desc_190024_reverse","<JmTipGray>Gain 20 Chi and raise your Chi of Harmony level to 10. Each day， you receive 5 incurable Hysteria and gain an additional 5 Chi.</>"
"neigong_desc_190025","<JmTipGray>Each turn， converts 1 stack of debuff to 3% Vigor. Increases Chi of Venom Level by 1.</>"
"neigong_desc_190025_2","<JmTipGray>Each turn， converts 2 stacks of debuffs to 3% Vigor. Increases Chi of Venom Level by 1.</>"
"neigong_desc_190025_3","<JmTipGray>Each turn， converts 2 stacks of debuffs to 5% Vigor. Increases Chi of Venom Level by 1.</>"
"neigong_desc_190025_collect","<JmTipGray>Learning Method： Maintain</> <JmTipGray>more then</><JmTipWhite>30 Poison Gas stacks.</>"
"neigong_desc_190026","<JmTipGray>Resists 5 stacks of [Heat]. Increases Chi of the Sun Level by 1.</>"
"neigong_desc_190026_2","<JmTipGray>Resists 10 stacks of [Heat] and [Burn]. Increases Chi of the Sun Level by 2.</>"
"neigong_desc_190026_3","<JmTipGray>Resists 15 stacks of [Heat]， [Burn]， and [Frozen]. Increases Chi of the Sun Level by 2. Each turn， inflicts Fire Ailment on the enemy equal to half their [Heat] stacks.</>"
"neigong_desc_190026_collect","<JmTipGray>Learning Method： Inflict Heat stacks on the opponents</>"
"neigong_desc_190026_reverse","<JmTipGray>When you inflict Heat on your opponent， you also gain the same amount of Heat. If you take Heat damage， deal 2 times that amount to your opponent.</>"
"neigong_desc_190026_reverse_2","<JmTipGray>When you inflict Heat on your opponent， you also gain the same amount of Heat. If you take Heat damage， deal 3 times that amount to your opponent.</>"
"neigong_desc_190026_reverse_3","<JmTipGray>When you inflict Heat on your opponent， you also gain the same amount of Heat. If you take Heat damage， deal 5 times that amount to your opponent.</>"
"neigong_desc_190027","<JmTipGray>Resists 5 stacks of [Cold]. Increases Chi of the Moon Level by 1.</>"
"neigong_desc_190027_2","<JmTipGray>Resists 10 stacks of [Cold] and [Frozen]. Increases Chi of the Moon Level by 2.</>"
"neigong_desc_190027_3","<JmTipGray>Resists 15 stacks of [Cold]， [Frozen]， and [Burn]. Increases Chi of the Moon Level by 2.</>"
"neigong_desc_190027_collect","<JmTipGray>Learning Method： Inflict Cold stacks on the opponents</>"
"neigong_desc_190028","<JmTipGray>Able to tame animals.</>"
"neigong_desc_190029","<JmTipGray>Taming has a 30% chance to grant the animal Dragonform Level 1. Each animal tamed increases Vigor by 10 and Load by 20.</>"
"neigong_desc_190029_2","<JmTipGray>Taming has a 30% chance to grant the animal Dragonform Level 2. Each animal tamed increases Vigor by 20 and Load by 20.</>"
"neigong_desc_190029_3","<JmTipGray>Taming has a 30% chance to grant the animal Dragonform Level 3. Each animal tamed increases Vigor by 50 and Load by 50.</>"
"neigong_desc_190029_reverse","<JmTipGray>For each animal you tame， gain +3 to all ATKs and +30 Vigor.</>"
"neigong_desc_190029_reverse_2","<JmTipGray>For each animal you tame， gain +5 to all ATKs and +60 Vigor.</>"
"neigong_desc_190029_reverse_3","<JmTipGray>For each animal you tame， gain +10 to all ATKs and +90 Vigor.</>"
"neigong_desc_190031","<JmTipGray>When sneaking， increases MSPD by 15%. Increases Chi of the Moon Level by 1.</>"
"neigong_desc_190031_2","<JmTipGray>When sneaking， increases MSPD by 15%， Concealed Weapon DMG by 50%. Increases Chi of the Moon Level by 1.</>"
"neigong_desc_190031_3","<JmTipGray>When sneaking， increases MSPD by 25%， Concealed Weapon DMG by 100%. Increases Chi of the Moon Level by 1.</>"
"neigong_desc_190031_collect","<JmTipGray>Learning Method： Use Skill 「Hands of Theft」 in battle.</>"
"neigong_desc_190031_reverse","<JmTipGray>While sneaking， your exposure chance increases by 25%， your Geomancy success chance rises by 15%， and you gain 1 level of Chi of the Moon.</>"
"neigong_desc_190031_reverse_2","<JmTipGray>While sneaking， your exposure chance increases by 25%， your Geomancy success chance rises by 25%， and you gain 1 level of Chi of the Moon.</>"
"neigong_desc_190031_reverse_3","<JmTipGray>While sneaking， your exposure chance increases by 25%， your Geomancy success chance rises by 35%， and you gain 1 level of Chi of the Moon.</>"
"neigong_desc_190032","<JmTipGray>Every 5 times you take damage， inflict 1 stack of Misfortune on the opponent. Increases Chi of Venom Level by 1.</>"
"neigong_desc_190032_2","<JmTipGray>Every 5 times you take damage， inflict 2 stacks of Misfortune on the opponent. Increases Chi of Venom Level by 1.</>"
"neigong_desc_190032_3","<JmTipGray>Every 5 times you take damage， inflict 2 stacks of Misfortune on the opponent and inactivate a random one of their Skills. Increases Chi of Venom Level by 2.</>"
"neigong_desc_190032_collect","<JmTipGray>Learning Method： Use Skill 「Soultaker’s Song」 in battle.</>"
"neigong_desc_190033","<JmTipGray>Moves drawn have a chance to gain Drunk stacks. If you receive fatal damage and your Drunk is above {0}， restore {1}% of Max Vigor (once per battle).</>"
"neigong_desc_190033_collect","<JmTipGray>Learning Method： Use Skill 「Wine-drinking Song」 in battle.</>"
"neigong_desc_190034","<JmTipGray>Increases Chi by 10 and Chi of Harmony Level by 1.</>"
"neigong_desc_190034_2","<JmTipGray>Increases Chi by 10， Defense Level by 1， and Chi of Harmony Level by 1.</>"
"neigong_desc_190034_3","<JmTipGray>Increases Chi by 10， Defense Level by 1， and Chi of Harmony Level by 1. During combat， restores 100 Energy every turn.</>"
"neigong_desc_190034_collect","<JmTipGray>Learning Method： Swim.</>"
"neigong_desc_190035","<JmTipGray>Increases Vigor by 200， Load by 100， Defense Level by 1， and Chi of the Sun Level by 1.</>"
"neigong_desc_190035_2","<JmTipGray>Increases Vigor by 400， Load by 100， Defense Level by 2， and Chi of the Sun Level by 1.</>"
"neigong_desc_190035_3","<JmTipGray>Increases Vigor by 1000， Load by 200， Defense Level by 2， and Chi of the Sun Level by 2. Skills deal bonus damage equal to 15% of your Max Vigor.</>"
"neigong_desc_190035_reverse","<JmTipGray>Reduce your max Vigor by 100 + 5%， increase your Skill damage by 50%， and gain 1 level of Chi of the Sun.</>"
"neigong_desc_190035_reverse_2","<JmTipGray>Reduce your max Vigor by 100 + 10%， increase your Skill damage by 75%， and gain 1 level of Chi of the Sun.</>"
"neigong_desc_190035_reverse_3","<JmTipGray>Reduce your max Vigor by 100 + 15%， increase your Skill damage by 100%， and gain 1 level of Chi of the Sun.</>"
"neigong_desc_190036","<JmTipGray>At the start of the turn， restore</> <JmTipWhite>10%</> <JmTipGray>Vigor if you have no more than</> <JmTipWhite>3</> <JmTipGray>undelivered Moves.</>  "
"neigong_desc_190037","<JmTipGray>Connecting Acupoints will cure the surrounding Ailments.</>"
"neigong_desc_190038","<JmTipGray>For every</> <JmTipWhite>3</> <JmTipGray>times you take DMG， steal</> <JmTipWhite>1</> <JmTipGray>Move from opponent.</>"
"neigong_desc_190038_2","<JmTipGray>Every</> <JmTipWhite>3</> <JmTipGray>times you take damage， steal</> <JmTipWhite>1</> <JmTipGray>Move from opponent.</>"
"neigong_desc_190038_3","<JmTipGray>Every</> <JmTipWhite>3</> <JmTipGray>times you take damage， steal</> <JmTipWhite>1</> <JmTipGray>Move from opponent. When you take damage from a Skill， cancel one of their activated Skills. If successful， activate a random one of your Skills.</>"
"neigong_desc_190039","<JmTipGray>Able to cure Toxin Worm Ailments in Meridians. Curing has a {0}% chance to recycle the Toxin Worm.</>"
"neigong_desc_190039_1","<JmTipGray>Able to cure Toxin Worm Ailments in Meridians.</>"
"neigong_desc_190040","<JmTipGray>Reduces Lockpicking time by 30% and increases success rate by 10%. Increases Chi of the Moon Level by 1.</>"
"neigong_desc_190040_2","<JmTipGray>Reduces Lockpicking time by 50% and increases success rate by 15%. Increases Chi of the Moon Level by 1.</>"
"neigong_desc_190040_3","<JmTipGray>Reduces Lockpicking time by 80% and increases success rate by 30%. Increases Chi of the Moon Level by 1.</>"
"neigong_desc_190041","<JmTipGray>For every type of animal tamed， draw one extra Move (Up to 3 Moves) at the start of the turn.</>"
"neigong_desc_190042","<JmTipGray>Bionic Skill Move Requirement -1， Bionic Skill DMG +20%.</>"
"neigong_desc_190042_2","<JmTipGray>Bionic Skill Move Requirement -1， Bionic Skill DMG +60%.</>"
"neigong_desc_190042_3","<JmTipGray>Bionic Skill Move Requirement -2， Bionic Skill DMG +100%. Bionic Skills are cast twice.</>"
"neigong_desc_190100","<JmTipGray>For each unused Normal Move this turn， restore 2% of Max Vigor at the end of the turn.</>"
"neigong_desc_190100_2","<JmTipGray>For each unused Normal Move this turn， restore 4% of Max Vigor at the end of the turn.</>"
"neigong_desc_190100_3","<JmTipGray>For each unused Normal Move this turn， restore 8% of Max Vigor at the end of the turn and activate a random one of your Skills.</>"
"neigong_desc_190100_reverse","<JmTipGray>For every 3 unused normal moves this turn， gain 1 stack of Protection that lasts for 1 turn.</>"
"neigong_desc_190100_reverse_2","<JmTipGray>For every 2 unused normal moves this turn， gain 1 stack of Protection that lasts for 1 turn.</>"
"neigong_desc_190100_reverse_3","<JmTipGray>For every 1 unused normal move this turn， gain 1 stack of Protection that lasts for 1 turn.</>"
"neigong_desc_190101","<JmTipGray>At the start of battle， gain 1 stack of Spike for every 200 Vigor.</>"
"neigong_desc_190101_2","<JmTipGray>At the start of battle， gain 2 stacks of Spike for every 200 Vigor.</>"
"neigong_desc_190101_3","<JmTipGray>At the start of battle， gain 2 stacks of Spike for every 100 Vigor.</>"
"neigong_desc_190110","<JmTipGray>Increases Sun Skill DMG by 50%.</>"
"neigong_desc_190110_2","<JmTipGray>Increases Sun Skill DMG by 80%.</>"
"neigong_desc_190110_3","<JmTipGray>Increases Sun Skill DMG by 120%.</>"
"neigong_desc_190110_collect","<JmTipGray>Training.</>"
"neigong_desc_190111","<JmTipGray>Gain 3 stacks of Golden Shield at the start of battle.</>"
"neigong_desc_190111_2","<JmTipGray>Gain 5 stacks of Golden Shield at the start of battle.</>"
